gender,birthyear,Province,news_canada_1,news_canada_2,news_canada_3,news_canada_4,news_canada_6,news_canada_7,news_canada_8,news_canada_9,news_canada_10,news_canada_11,news_canada_12,news_canada_13,news_canada_14,news_canada_15,news_canada_16,news_canada_17,news_canada_18,news_canada_19,news_canada_20,news_canada_21,news_canada_22,news_canada_23,news_canada_24,news_canada_25,news_canada_26,news_canada_27,news_canada_28,news_canada_29,news_trust_1,news_trust_2,news_trust_3,news_trust_4,news_trust_5,news_trust_6,news_trust_7,news_trust_8,news_trust_9,news_trust_10,news_trust_11,news_trust_12,news_trust_13,news_trust_14,news_trust_15,news_trust_16,news_trust_17,news_trust_18,news_trust_19,news_trust_20,news_trust_21,news_trust_22,news_trust_23,news_trust_24,news_trust_25,news_trust_26,news_trust_27,news_trust_28,Q118_1,Q118_2,Q118_3,Q118_4,Q118_5,Q118_6,Q118_7,Q118_8,Q118_9,Q118_10,Q118_11,Q118_12,Q118_13,Q118_14,Q118_15,Q118_16,Q118_17,Q118_18,Q118_19,Q118_20,Q118_21,Q118_22,Q118_23,Q118_24,Q118_25,Q118_26,Q118_27,Q118_28,whenready_1,whenready_2,whenready_3,whenready_4,whenready_5,whenready_6,whenready_7,whenready_8,whenready_9,whenready_10,Q113,Q92,Q90,Q108,Q108_7_TEXT,Q104,Q104_19_TEXT,Q104_20_TEXT,Q88,Q98,Q96_1,Q96_4,Q96_5,Q96_6,Q96_7,Q96_8,Q96_9,Q96_10,Q96_11,Q96_12,Q96_13,Q96_14,Q96_15,Q96_16,Q96_17,Q96_17_TEXT,Q100,Q100_6_TEXT,Q117.1,Q102,Q110,Q112
Female,2000,Quebec,,0,0,,0,,0,,,,,,,,,,,0,Le Devoir,0,,0,0,,,,,0,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,None/Impartial,,,,,,,,,,"		When a vaccine will be ready or the virus will have disappeared","		When a vaccine will be ready or the virus will have disappeared","		When a vaccine will be ready or the virus will have disappeared","		When a vaccine will be ready or the virus will have disappeared","		When a vaccine will be ready or the virus will have disappeared","		When a vaccine will be ready or the virus will have disappeared","		When a vaccine will be ready or the virus will have disappeared","		When a vaccine will be ready or the virus will have disappeared","		When a vaccine will be ready or the virus will have disappeared","		When a vaccine will be ready or the virus will have disappeared",Upper middle class,Apprenticeship or trades certificate or diploma,"$50,000 to $75,000",Student,-99,,,,No,Canada,"North America, i.e. First Nations, Inuit, Métis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,English and French,-99,Getting ahead with some savings,Single,NDP led by Jagmeet Singh,
Male,1951,Ontario,,,0,MacLeans,0,,,Toronto Star,,,,,,,,,,,,,,,,0,0,,,0,,,,Yes,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,Centrist,,,,Centrist,,,,,,,,,,,,,,,,,,,,,Not applicable for me,Not applicable for me,"		In more than 6 months",Not applicable for me,Not applicable for me,Not applicable for me,Not applicable for me,Not applicable for me,Not applicable for me,Not applicable for me,Middle class,"College, CEGEP or other non-university certificate or diploma","$50,000 to $75,000",Retired,-99,,,,No,Canada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other:,Canadian,English,-99,Getting ahead with some savings,Married,NDP led by Jagmeet Singh,The New Democratic Party led by Andrea Horwath
Female,1962,Quebec,,The CBC,,MacLeans,,,The National Post,Toronto Star,,,,,,,,,,La Presse,Le Devoir,Le Journal de Montreal / Le Journal de Quabec,,Fox News,,,,The Wall Street Journal,,0,,Not sure,,Not sure,,,Not sure,Not sure,,,,,,,,,,Not sure,Not sure,Not sure,,Yes,,,,Not sure,,,,None/Impartial,,-99,,,-99,-99,,,,,,,,,,None/Impartial,None/Impartial,Left-leaning,,Right-leaning,,,,Right-leaning,,,"		When a vaccine will be ready or the virus will have disappeared","		When a vaccine will be ready or the virus will have disappeared","		When a vaccine will be ready or the virus will have disappeared","		When a vaccine will be ready or the virus will have disappeared","		In 1-3 months","		When a vaccine will be ready or the virus will have disappeared","		When a vaccine will be ready or the virus will have disappeared",Not applicable for me,Not applicable for me,"		In more than 6 months",Upper middle class,"College, CEGEP or other non-university certificate or diploma","$100,000 to $150,000",Employed full-time,-99,Public service,-99,-99,No,Another country,0,Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,French,-99,Financially stable,Married,Bloc Quebecois led by Yves-Francois Blanchet,
Female,1976,BC,CTV News,The CBC,,0,,The Globe and Mail ,,,,The Vancouver Sun,The Province,,,,,,,,,,,Fox News,0,,,,,0,No,No,,,,No,,,,No,No,,,,,,,,,,,No,,,,,,,None/Impartial,None/Impartial,,,,None/Impartial,,,,None/Impartial,None/Impartial,,,,,,,,,,,None/Impartial,,,,,,,"		In more than 6 months","		In more than 6 months","		In more than 6 months","		In more than 6 months","		In more than 6 months","		In more than 6 months",I am already ready or doing it ,"		In more than 6 months","		In more than 6 months",I am already ready or doing it ,Middle class,University certificate or diploma below bachelor level,"$75,000 to $100,000",Employed part-time,-99,Manufacturing,-99,-99,No,Another country,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other:,white,English,-99,Getting ahead with some savings,Married,Conservative Party led by Andrew Scheer,
Male,1955,BC,CTV News,The CBC,,,0,,,0,,The Vancouver Sun,The Province,,,,,,,,,,,Fox News,,,0,,,0,No,No,,,,,,,,Not sure,Not sure,,,,,,,,,,,Yes,,,,,,,Left-leaning,Left-leaning,,,,,,,,Centrist,Centrist,,,,,,,,,,,Right-leaning,,,,,,,"		In 3-6 months","		In more than 6 months","		In 3-6 months","		In more than 6 months",I am already ready or doing it ,Not applicable for me,I am already ready or doing it ,Not applicable for me,"		In more than 6 months","		In 3-6 months",Middle class,Secondary (high) school diploma or equivalency certificate,"$75,000 to $100,000",Retired,-99,,,,No,Canada,0,Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,English,-99,Financially stable,Married,Conservative Party led by Andrew Scheer,
Male,1965,BC,,The CBC,,,,The Globe and Mail ,The National Post,Toronto Star,,The Vancouver Sun,The Province,,,,,,,,,,CNN,,,,,The Wall Street Journal,,0,,No,,,,No,Yes,Not sure,,Yes,Yes,,,,,,,,,,No,,,,,Yes,,,,Left-leaning,,,,Left-leaning,Centrist,-99,,Centrist,Centrist,,,,,,,,,,Left-leaning,,,,,Centrist,,,Not applicable for me,Not applicable for me,"		In 1-3 months","		In 1-3 months",I am already ready or doing it ,I am already ready or doing it ,I am already ready or doing it ,Not applicable for me,Not applicable for me,Not applicable for me,Working class,Secondary (high) school diploma or equivalency certificate,"$100,000 to $150,000",Employed full-time,-99,Management (non-government) or business,-99,-99,No,Another country,0,Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,English,-99,Getting ahead with some savings,Married,Conservative Party led by Andrew Scheer,
Male,1963,BC,,The CBC,,MacLeans,,,The National Post,0,,The Vancouver Sun,The Province,,,,,,,,,,,Fox News,The New York Times,,,,,0,,No,,Not sure,,,Not sure,,,Yes,Yes,,,,,,,,,,,Not sure,No,,,,,,,Left-leaning,,Left-leaning,,,Left-leaning,,,Left-leaning,Left-leaning,,,,,,,,,,,Right-leaning,Left-leaning,,,,,,"		In more than 6 months","		In more than 6 months","		In more than 6 months","		In more than 6 months",I am already ready or doing it ,I am already ready or doing it ,I am already ready or doing it ,"		In 1-3 months","		In 3-6 months",I am already ready or doing it ,Working class,Secondary (high) school diploma or equivalency certificate,"$25,000 to $50,000",Employed part-time,-99,Manufacturing,-99,-99,No,Canada,0,Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,English,-99,Just getting by,Single,NDP led by Jagmeet Singh,
Female,1985,Alberta,,The CBC,0,0,,,,0,0,,,0,,,,,,,,,,,,,0,,0,0,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,None/Impartial,,,,,,,,,,,,,,,,,,,,,,,,,,,Not applicable for me,"		In more than 6 months","		In more than 6 months","		In more than 6 months",I am already ready or doing it ,I am already ready or doing it ,I am already ready or doing it ,"		When a vaccine will be ready or the virus will have disappeared","		When a vaccine will be ready or the virus will have disappeared","		In 3-6 months",Middle class,Apprenticeship or trades certificate or diploma,"$100,000 to $150,000",Employed full-time,-99,"Trade-work, please specify:",Personal service ,-99,Yes,Another country,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other:,East Africa,Other:,Gujarati ,Falling behind,Common-law,I did not vote,
Female,1947,Alberta,,The CBC,0,,,The Globe and Mail ,The National Post,,The Calgary Herald,,,0,,,,,,,,,,Fox News,The New York Times,,,,,0,,Yes,,,,Yes,Yes,,Yes,,,,,,,,,,,,,Not sure,Yes,,,,,,,Centrist,,,,Right-leaning,-99,,Left-leaning,,,,,,,,,,,,,Right-leaning,Left-leaning,,,,,,Not applicable for me,Not applicable for me,"		When a vaccine will be ready or the virus will have disappeared",Not applicable for me,I am already ready or doing it ,Not applicable for me,Not applicable for me,Not applicable for me,Not applicable for me,"		In more than 6 months",Lower middle class,Secondary (high) school diploma or equivalency certificate,"$50,000 to $75,000",Retired,-99,,,,No,Another country,0,Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,Other:,Hungarian,Getting ahead with some savings,Married,I don't remember,
Male,1954,Alberta,CTV News,The CBC,,,,,The National Post,Toronto Star,The Calgary Herald,,,The Leader Post,,,,,,,,,,,,The Guardian,,The Wall Street Journal,,0,No,No,,,,,Yes,No,No,,,Not sure,,,,,,,,,,,,No,,Yes,,,Left-leaning,Left-leaning,,,,,Centrist,Left-leaning,Centrist,,,-99,,,,,,,,,,,,Centrist,,Centrist,,,"		In 3-6 months","		In 3-6 months","		In 1-3 months","		In 1-3 months",I am already ready or doing it ,Not applicable for me,I am already ready or doing it ,I am already ready or doing it ,I am already ready or doing it ,Not applicable for me,I would prefer not to say,"College, CEGEP or other non-university certificate or diploma","$50,000 to $75,000",Retired,-99,,,,No,Canada,0,Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,English,-99,Just getting by,Married,Conservative Party led by Andrew Scheer,
Male,1972,BC,,,0,MacLeans,,The Globe and Mail ,The National Post,,,The Vancouver Sun,The Province,,,,,,,,,,CNN,,,0,,,,0,,,,Not sure,,Not sure,Not sure,,,Not sure,Not sure,,,,,,,,,,Not sure,,,,,,,,,,,-99,,Right-leaning,-99,,,-99,-99,,,,,,,,,,Right-leaning,,,,,,,,"		When a vaccine will be ready or the virus will have disappeared","		When a vaccine will be ready or the virus will have disappeared","		When a vaccine will be ready or the virus will have disappeared","		When a vaccine will be ready or the virus will have disappeared",I am already ready or doing it ,I am already ready or doing it ,I am already ready or doing it ,"		In 3-6 months","		In 3-6 months","		In 3-6 months",Middle class,Bachelor’s degree,"$100,000 to $150,000",Employed full-time,-99,Computers & Technology,-99,-99,Yes,Another country,0,0,0,0,0,0,0,Chinese,0,0,0,0,0,0,0,-99,English,-99,Financially stable,Married,Liberal Party led by Justin Trudeau ,
Female,1959,Alberta,CTV News,,,MacLeans,0,,The National Post,,The Calgary Herald,,,0,,,,,,,,,CNN,,,,,The Wall Street Journal,,0,Not sure,,,Not sure,,,Not sure,,No,,,,,,,,,,,,Not sure,,,,,Yes,,,Right-leaning,,,Right-leaning,,,Right-leaning,,Right-leaning,,,,,,,,,,,,Right-leaning,,,,,Right-leaning,,,I am already ready or doing it ,Not applicable for me,I am already ready or doing it ,"		In 3-6 months",I am already ready or doing it ,I am already ready or doing it ,I am already ready or doing it ,"		When a vaccine will be ready or the virus will have disappeared","		When a vaccine will be ready or the virus will have disappeared",I am already ready or doing it ,Upper middle class,Bachelor’s degree,"$100,000 to $150,000",Self-employed,-99,Law,-99,-99,No,Canada,0,Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,English,-99,Financially stable,Divorced,Liberal Party led by Justin Trudeau ,
Male,1987,BC,0,The CBC,,0,0,,,,,The Vancouver Sun,0,,,,,,,,,,,0,,,,0,,0,,No,,,,,,,,No,,,,,,,,,,,,,,,,,,,,Left-leaning,,,,,,,,Left-leaning,,,,,,,,,,,,,,,,,,,"		When a vaccine will be ready or the virus will have disappeared","		When a vaccine will be ready or the virus will have disappeared","		When a vaccine will be ready or the virus will have disappeared","		When a vaccine will be ready or the virus will have disappeared",I am already ready or doing it ,I am already ready or doing it ,I am already ready or doing it ,"		In 3-6 months",Not applicable for me,Not applicable for me,Working class,"College, CEGEP or other non-university certificate or diploma","$75,000 to $100,000",Employed full-time,-99,Construction,-99,-99,Yes,Canada,0,0,0,African ,0,0,0,0,0,0,0,0,0,0,0,-99,English,-99,Financially stable,Married,Liberal Party led by Justin Trudeau ,
Male,1959,Quebec,0,The CBC,,,0,0,,,,,,,,,,,,La Presse,Le Devoir,Le Journal de Montreal / Le Journal de Quabec,,,0,,0,,,0,,Not sure,,,,,,,,,,,,,,,,Not sure,No,Not sure,,,,,,,,,,-99,,,,,,,,,,,,,,,,Left-leaning,Right-leaning,Centrist,,,,,,,,,Not applicable for me,Not applicable for me,Not applicable for me,Not applicable for me,I am already ready or doing it ,I am already ready or doing it ,"		In more than 6 months","		I don't foresee a time when I will be ready to do it again","		In 3-6 months",Not applicable for me,Working class,Secondary (high) school diploma or equivalency certificate,"$50,000 to $75,000",Employed full-time,-99,"Other, please specify:",-99,mecanicien moteur 4 remps,No,Canada,0,Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,French,-99,Financially stable,Common-law,Liberal Party led by Justin Trudeau ,
Female,1991,Alberta,CTV News,0,,,,The Globe and Mail ,,0,The Calgary Herald,,,The Leader Post,,,,,,,,,,0,,,,,The Huffington Post,0,Not sure,,,,,Not sure,,,Not sure,,,Not sure,,,,,,,,,,,,,,,Not sure,,-99,,,,,-99,,,-99,,,-99,,,,,,,,,,,,,,,-99,,Not applicable for me,"		When a vaccine will be ready or the virus will have disappeared","		In 1-3 months","		In more than 6 months","		In 3-6 months",I am already ready or doing it ,I am already ready or doing it ,"		When a vaccine will be ready or the virus will have disappeared","		When a vaccine will be ready or the virus will have disappeared",Not applicable for me,Lower middle class,University certificate or diploma below bachelor level,"$75,000 to $100,000",Employed full-time,-99,Healthcare,-99,-99,No,Canada,0,Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,English,-99,Just getting by,Single,I did not vote,
Male,1974,Quebec,,The CBC,,0,,,The National Post,0,,,,,,,,,,La Presse,Le Devoir,Le Journal de Montreal / Le Journal de Quabec,CNN,,,,,,0,0,,No,,,,,Not sure,,,,,,,,,,,Not sure,Not sure,No,Not sure,,,,,,,,,-99,,,,,-99,,,,,,,,,,,-99,-99,-99,-99,,,,,,,,Not applicable for me,Not applicable for me,Not applicable for me,Not applicable for me,I am already ready or doing it ,I am already ready or doing it ,I am already ready or doing it ,"		In 3-6 months",Not applicable for me,Not applicable for me,Lower middle class,Secondary (high) school diploma or equivalency certificate,"$25,000 to $50,000",Employed full-time,-99,"Other, please specify:",-99,transport messagerie,No,Canada,"North America, i.e. First Nations, Inuit, Métis",Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,French,-99,Getting ahead with some savings,Single,I don't remember,
Male,1964,Saskatchewan,CTV News,The CBC,,,0,,0,,,,,,,,,,,,,,,0,,,,,0,0,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,Centrist,Right-leaning,,,,,,,,,,,,,,,,,,,,,,,,,,,"		I don't foresee a time when I will be ready to do it again","		I don't foresee a time when I will be ready to do it again","		In 1-3 months","		I don't foresee a time when I will be ready to do it again","		I don't foresee a time when I will be ready to do it again",I am already ready or doing it ,I am already ready or doing it ,"		I don't foresee a time when I will be ready to do it again","		In more than 6 months","		When a vaccine will be ready or the virus will have disappeared",Middle class,Secondary (high) school diploma or equivalency certificate,"$50,000 to $75,000",Employed full-time,-99,Hospitality/Service industry,-99,-99,No,Canada,0,Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,English,-99,Getting ahead with some savings,Common-law,Conservative Party led by Andrew Scheer,
Female,1967,BC,,,,,0,0,The National Post,Toronto Star,,The Vancouver Sun,The Province,,,,,,,,,,,,,The Guardian,,0,,0,,,,,,,No,Yes,,Yes,Yes,,,,,,,,,,,,,No,,,,,,,,,,,Centrist,Centrist,,Centrist,Centrist,,,,,,,,,,,,,Centrist,,,,,"		When a vaccine will be ready or the virus will have disappeared","		When a vaccine will be ready or the virus will have disappeared","		When a vaccine will be ready or the virus will have disappeared","		When a vaccine will be ready or the virus will have disappeared","		When a vaccine will be ready or the virus will have disappeared",I am already ready or doing it ,"		When a vaccine will be ready or the virus will have disappeared","		When a vaccine will be ready or the virus will have disappeared","		When a vaccine will be ready or the virus will have disappeared",I am already ready or doing it ,Middle class,Secondary (high) school diploma or equivalency certificate,"$50,000 to $75,000",Employed full-time,-99,Manufacturing,-99,-99,Yes,Canada,0,0,0,0,0,0,0,Chinese,0,0,0,0,0,0,0,-99,English,-99,Just getting by,Married,NDP led by Jagmeet Singh,
Female,1956,Quebec,CTV News,,,0,,,The National Post,Toronto Star,,,,,,,,,,La Presse,Le Devoir,Le Journal de Montreal / Le Journal de Quabec,,,The New York Times,The Guardian,,,,0,Not sure,,,,,,Not sure,Not sure,,,,,,,,,,Not sure,Not sure,Not sure,,,Not sure,Not sure,,,,,-99,,,,,,-99,-99,,,,,,,,,,-99,-99,-99,,,-99,-99,,,,,"		When a vaccine will be ready or the virus will have disappeared","		When a vaccine will be ready or the virus will have disappeared","		In 3-6 months","		When a vaccine will be ready or the virus will have disappeared",I am already ready or doing it ,I am already ready or doing it ,I am already ready or doing it ,"		When a vaccine will be ready or the virus will have disappeared","		In 3-6 months","		In more than 6 months",Middle class,Bachelor’s degree,"$50,000 to $75,000",Retired,-99,,,,No,Canada,0,Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,French,-99,Getting ahead with some savings,Married,Liberal Party led by Justin Trudeau ,
Male,1942,Ontario,CTV News,The CBC,0,,,,,Toronto Star,,,,,,,,,,,,,CNN,,,0,,,,0,Yes,No,,,,,,No,,,,,,,,,,,,,No,,,,,,,,Centrist,Left-leaning,,,,,,Left-leaning,,,,,,,,,,,,,-99,,,,,,,,Not applicable for me,Not applicable for me,Not applicable for me,Not applicable for me,I am already ready or doing it ,Not applicable for me,Not applicable for me,I am already ready or doing it ,Not applicable for me,I am already ready or doing it ,Lower middle class,Secondary (high) school diploma or equivalency certificate,"Under $25,000",Retired,-99,,,,No,Canada,0,Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,English,-99,Just getting by,Separated,Conservative Party led by Andrew Scheer,The Progressive Conservative Party led by Doug Ford
Female,1971,BC,,,0,,0,,0,0,,0,The Province,,,,,,,,,,,,0,,0,,,0,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,-99,,,,,,,,,,,,,,,,,,Not applicable for me,Not applicable for me,"		When a vaccine will be ready or the virus will have disappeared","		When a vaccine will be ready or the virus will have disappeared",I am already ready or doing it ,"		When a vaccine will be ready or the virus will have disappeared","		When a vaccine will be ready or the virus will have disappeared","		When a vaccine will be ready or the virus will have disappeared","		When a vaccine will be ready or the virus will have disappeared","		When a vaccine will be ready or the virus will have disappeared",Lower middle class,Secondary (high) school diploma or equivalency certificate,don't know,Employed full-time,-99,Prefer not to say,-99,-99,No,Canada,0,Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,English,-99,Just getting by,Married,Liberal Party led by Justin Trudeau ,
